[9.820840,-0.931593,3.190987,-0.238543,0.606425,-0.758515,0.000000,1.000000],[1.938585,4.025183,-2.202239,0.063099,0.203213,-0.977099,0.000000,1.000000],[1.821293,3.076378,-5.809223,0.591205,-0.805439,0.041765,0.000000,1.000000],[4.143122,-5.040382,0.766746,0.006537,0.918241,-0.395969,0.000000,1.000000],[-0.636239,-0.184134,4.222859,0.669636,0.141115,0.729160,0.000000,1.000000],
[9.518264,-0.313960,2.400900,-0.288856,0.589624,-0.754258,1.047501,1.000000],[2.016474,4.190035,-3.156978,0.080133,0.169602,-0.982249,0.971992,1.000000],[2.428460,2.242066,-5.709027,0.585667,-0.804769,0.096648,1.036710,1.000000],[4.142403,-4.069846,0.363448,-0.000684,0.923445,-0.383730,1.050994,1.000000],[0.073934,-0.039287,4.910129,0.711003,0.145016,0.688073,0.998833,1.000000],
[9.170584,0.282822,1.620250,-0.333561,0.572548,-0.748950,1.042326,1.000000],[2.112801,4.321754,-4.110041,0.099622,0.136224,-0.985656,0.966932,1.000000],[3.026202,1.390021,-5.541710,0.567027,-0.808263,0.158720,1.054168,1.000000],[4.129466,-3.049390,-0.033556,-0.011814,0.931890,-0.362547,1.095039,1.000000],[0.778667,0.113872,5.587255,0.712394,0.154824,0.684488,0.989245,1.000000],
[8.783753,0.858659,0.850142,-0.373216,0.555570,-0.743002,1.036482,1.000000],[2.229730,4.420879,-5.059552,0.121572,0.103061,-0.987218,0.961806,1.000000],[3.601402,0.555574,-5.320454,0.554486,-0.804397,0.213288,1.037358,1.000000],[4.114792,-2.036171,-0.405788,-0.013593,0.938574,-0.344810,1.079530,1.000000],[1.470226,0.278087,6.246535,0.713338,0.169386,0.680042,0.969469,1.000000],
[8.363100,1.413797,0.091260,-0.408377,0.538936,-0.736734,1.030062,1.000000],[2.369405,4.487886,-6.003553,0.146008,0.070045,-0.986801,0.956627,1.000000],[4.160274,-0.254006,-5.053167,0.548229,-0.794164,0.262198,1.019412,1.000000],[4.100451,-1.032469,-0.756778,-0.013486,0.943862,-0.330064,1.063399,1.000000],[2.148433,0.457826,6.887382,0.713722,0.189151,0.674405,0.950240,1.000000],
[7.913376,1.948741,-0.656056,-0.439536,0.522824,-0.730386,1.023180,1.000000],[2.534002,4.523198,-6.939987,0.172997,0.037114,-0.984223,0.951446,1.000000],[4.709184,-1.032886,-4.745721,0.548231,-0.777916,0.307065,1.001239,1.000000],[4.088244,-0.039620,-1.089691,-0.011657,0.948055,-0.317894,1.047248,1.000000],[2.813111,0.657918,7.508941,0.713360,0.214747,0.667084,0.931756,1.000000],
[7.438822,2.464192,-1.391726,-0.467115,0.507372,-0.724139,1.015924,1.000000],[2.725774,4.527194,-7.866655,0.202652,0.004223,-0.979242,0.946312,1.000000],[5.254439,-1.775673,-4.402364,0.554501,-0.755382,0.349180,0.983326,1.000000],[4.079820,0.941416,-1.407254,-0.008169,0.951365,-0.307958,1.031188,1.000000],[3.463912,0.883768,8.109890,0.711911,0.247058,0.657377,0.914161,1.000000],
[6.943245,2.961004,-2.115864,-0.491468,0.492692,-0.718132,1.008363,1.000000],[2.947095,4.500228,-8.781147,0.235127,-0.028649,-0.971542,0.941278,1.000000],[5.802321,-2.476773,-4.026052,0.567114,-0.725710,0.389521,0.966088,1.000000],[4.076779,1.909959,-1.711823,-0.002996,0.953942,-0.299977,1.015307,1.000000],[4.100175,1.141606,8.688236,0.708801,0.287232,0.644282,0.897661,1.000000],
[6.430083,3.440158,-2.828731,-0.512879,0.478890,-0.712474,1.000551,1.000000],[3.200490,4.442648,-9.680771,0.270606,-0.061490,-0.960724,0.936402,1.000000],[6.359151,-3.129804,-3.618783,0.586176,-0.687448,0.428733,0.949936,1.000000],[4.080754,2.865541,-2.005448,0.003977,0.955884,-0.293718,0.999684,1.000000],[4.720698,1.438738,9.241029,0.703093,0.336670,0.626349,0.882562,1.000000],
[5.902486,3.902761,-3.530703,-0.531565,0.466082,-0.707252,0.992535,1.000000],[3.488673,4.354846,-10.562473,0.309292,-0.094233,-0.946287,0.931750,1.000000],[6.931318,-3.727000,-3.181931,0.611722,-0.638481,0.467052,0.935338,1.000000],[4.093507,3.807857,-2.289925,0.012954,0.957246,-0.288984,0.984403,1.000000],[5.323391,1.783792,9.763920,0.693293,0.396924,0.601495,0.869319,1.000000],
[5.363375,4.350061,-4.222251,-0.547680,0.454408,-0.702538,0.984355,1.000000],[3.814558,4.237309,-11.422737,0.351396,-0.126739,-0.927609,0.927400,1.000000],[7.525206,-4.258554,-2.716670,0.643511,-0.575969,0.504136,0.922886,1.000000],[4.117005,4.736728,-2.566837,0.024236,0.958040,-0.285608,0.969554,1.000000],[5.904733,2.186850,10.250549,0.677068,0.469427,0.566760,0.858616,1.000000],
[4.815512,4.783473,-4.903923,-0.561306,0.444047,-0.698397,0.976052,1.000000],[4.181258,4.090702,-12.257474,0.397101,-0.158761,-0.903939,0.923444,1.000000],[8.146914,-4.711918,-2.224558,0.680680,-0.496367,0.538790,0.913365,1.000000],[4.153521,5.652072,-2.837589,0.038227,0.958229,-0.283437,0.955245,1.000000],[6.458962,2.659320,10.691693,0.650907,0.554886,0.518095,0.851472,1.000000],
[4.261563,5.204633,-5.576344,-0.572456,0.435230,-0.694887,0.967670,1.000000],[4.592058,3.915981,-13.061903,0.446525,-0.189915,-0.874384,0.919994,1.000000],[8.801637,-5.071129,-1.708388,0.721208,-0.395687,0.568586,0.907813,1.000000],[4.205725,6.553864,-3.103435,0.055442,0.957714,-0.282331,0.941610,1.000000],[6.976930,3.213196,11.074209,0.609844,0.652121,0.450366,0.849346,1.000000],
[3.704167,5.615450,-6.240220,-0.581065,0.428262,-0.692066,0.959266,1.000000],[5.050339,3.714539,-13.830419,0.499663,-0.219632,-0.837914,0.917179,1.000000],[9.492505,-5.316405,-1.173427,0.761247,-0.270263,0.589458,0.907548,1.000000],[4.276786,7.442099,-3.365506,0.076507,0.956313,-0.282157,0.928812,1.000000],[7.444700,3.859172,11.380004,0.547631,0.756263,0.358003,0.854168,1.000000],
[3.145998,6.018187,-6.896343,-0.586979,0.423524,-0.689988,0.950919,1.000000],[5.559435,3.488392,-14.556488,0.556299,-0.247116,-0.793388,0.915149,1.000000],[10.218764,-5.424530,-0.629034,0.794541,-0.118290,0.595576,0.914060,1.000000],[4.370462,8.316715,-3.624848,0.102149,0.953724,-0.282800,0.917053,1.000000],[7.842328,4.602974,11.585654,0.458030,0.856791,0.236890,0.868125,1.000000],
[2.589833,6.415532,-7.545609,-0.589948,0.421481,-0.688705,0.942735,1.000000],[6.122413,3.240395,-15.232554,0.615908,-0.271312,-0.739627,0.914063,1.000000],[10.973392,-5.370777,-0.090397,0.812565,0.057879,0.579990,0.928699,1.000000],[4.491181,9.177484,-3.882473,0.133160,0.949480,-0.284175,0.906569,1.000000],[8.143949,5.439777,11.663935,0.337785,0.937132,0.087667,0.892941,1.000000],
[2.038628,6.810663,-8.189033,-0.589617,0.422667,-0.688262,0.934852,1.000000],[6.741738,2.974485,-15.850029,0.677537,-0.290904,-0.675513,0.914083,1.000000],[11.740864,-5.133137,0.420409,0.806121,0.249608,0.536530,0.952056,1.000000],[4.644071,10.023831,-4.139428,0.170330,0.942889,-0.286266,0.897610,1.000000],[8.320838,6.348290,11.588639,0.190483,0.978336,-0.081083,0.928630,1.000000],
[1.495597,7.207271,-8.827743,-0.585520,0.427641,-0.688686,0.927433,1.000000],[7.418830,2.695884,-16.399381,0.739711,-0.304367,-0.600157,0.915347,1.000000],[12.496549,-4.698637,0.875304,0.768559,0.441902,0.462645,0.983249,1.000000],[4.834934,10.854559,-4.396909,0.214353,0.932970,-0.289170,0.890413,1.000000],[8.348271,7.288598,11.342533,0.028213,0.967029,-0.253099,0.972369,1.000000],
[0.964309,7.609535,-9.462965,-0.577082,0.436936,-0.689973,0.920646,1.000000],[8.153541,2.411253,-16.870357,0.800382,-0.310072,-0.513074,0.917950,1.000000],[13.209331,-4.069674,1.243947,0.699091,0.616883,0.361562,1.019583,1.000000],[5.070126,11.667489,-4.656392,0.265707,0.918403,-0.293148,0.885156,1.000000],[8.213964,8.208002,10.924960,-0.131844,0.902544,-0.409916,1.018680,1.000000],
[0.448806,8.022029,-10.095950,-0.563613,0.450991,-0.692060,0.914639,1.000000],[8.943610,2.128722,-17.252369,0.856968,-0.306454,-0.414358,0.921936,1.000000],[13.847551,-3.266760,1.499651,0.603768,0.759571,0.241900,1.057063,1.000000],[5.356354,12.459020,-4.919779,0.324543,0.897487,-0.298645,0.881941,1.000000],[7.922965,9.053928,10.353858,-0.274182,0.797041,-0.538098,1.061334,1.000000],
[-0.046256,8.449594,-10.727880,-0.544309,0.470097,-0.694792,0.909524,1.000000],[9.784180,1.857775,-17.535032,0.906479,-0.292192,-0.304827,0.927291,1.000000],[14.385882,-2.325377,1.624855,0.493140,0.862356,0.114694,1.091640,1.000000],[5.700372,13.223689,-5.189533,0.390569,0.868138,-0.306256,0.880815,1.000000],[7.495701,9.786797,9.660475,-0.389967,0.668894,-0.632855,1.095642,1.000000],
[-0.515463,8.897180,-11.359728,-0.518241,0.494361,-0.697878,0.905384,1.000000],[10.667457,1.608990,-17.708843,0.945733,-0.266376,-0.186101,0.933961,1.000000],[14.809802,-1.288320,1.613529,0.378361,0.925603,-0.010109,1.120412,1.000000],[6.108577,13.953779,-5.468753,0.462906,0.827925,-0.316636,0.881831,1.000000],[6.961049,10.386063,8.880490,-0.477568,0.535283,-0.696707,1.119531,1.000000],
[-0.952486,9.369684,-11.992095,-0.484346,0.523669,-0.700842,0.902296,1.000000],[11.582578,1.393639,-17.765943,0.971620,-0.228647,-0.060625,0.941851,1.000000],[15.116129,-0.197480,1.469979,0.268215,0.955124,-0.125690,1.142092,1.000000],[6.586461,14.639029,-5.761153,0.539908,0.774189,-0.330350,0.885120,1.000000],[6.348994,10.848718,8.046574,-0.540126,0.408283,-0.735914,1.133171,1.000000],
[-1.349944,9.871763,-12.625022,-0.441442,0.557641,-0.702969,0.900362,1.000000],[12.515735,1.223164,-17.700913,0.981416,-0.179292,0.068393,0.950828,1.000000],[15.310546,0.911725,1.205548,0.168073,0.958903,-0.228599,1.156744,1.000000],[7.137868,15.266513,-6.070919,0.618918,0.704309,-0.347692,0.890921,1.000000],[5.685851,11.183876,7.184641,-0.582733,0.294518,-0.757417,1.137989,1.000000],
[-1.699287,10.407601,-13.257754,-0.388275,0.595555,-0.703248,0.899729,1.000000],[13.450594,1.108554,-17.511525,0.973091,-0.119297,0.197134,0.960710,1.000000],[15.404113,2.012506,0.835082,0.080301,0.944705,-0.317938,1.165212,1.000000],[7.764007,15.820787,-6.402417,0.696071,0.616179,-0.368522,0.899534,1.000000],[4.992388,11.407090,6.313238,-0.610546,0.196524,-0.767211,1.135808,1.000000],
[-1.990745,10.980592,-13.888471,-0.323629,0.636237,-0.700333,0.900595,1.000000],[14.369003,1.059685,-17.199322,0.945591,-0.050315,0.321443,0.971254,1.000000],[15.410196,3.086396,0.374241,0.005205,0.918946,-0.394350,1.168611,1.000000],[8.462262,16.284521,-6.759740,0.766301,0.508925,-0.392145,0.911201,1.000000],[4.283882,11.536131,5.444590,-0.627911,0.114363,-0.769837,1.128354,1.000000],
[-2.213398,11.592918,-14.513977,-0.246515,0.677949,-0.692543,0.903202,1.000000],[15.251973,1.084668,-16.769944,0.899014,0.025436,0.437180,0.982154,1.000000],[15.342368,4.121760,-0.162126,-0.058070,0.886427,-0.459211,1.168020,1.000000],[9.225010,16.639801,-7.146161,0.823772,0.383705,-0.417337,0.925921,1.000000],[3.571023,11.588469,4.586149,-0.638156,0.046853,-0.768480,1.117062,1.000000],
[-2.355424,12.244993,-15.129392,-0.156451,0.718299,-0.677916,0.907805,1.000000],[16.080822,1.189312,-16.233076,0.834641,0.105376,0.540620,0.993059,1.000000],[15.213228,5.112056,-0.760760,-0.110911,0.850509,-0.514133,1.164356,1.000000],[10.038886,16.870212,-7.563602,0.862833,0.244271,-0.442551,0.943261,1.000000],[2.861007,11.580026,3.742026,-0.643679,-0.007654,-0.765257,1.103058,1.000000],
[-2.404644,12.934836,-15.727903,-0.053814,0.754243,-0.654386,0.914615,1.000000],[16.838332,1.376789,-15.602015,0.754795,0.186804,0.628799,1.003597,1.000000],[15.033862,6.054275,-1.410246,-0.154846,0.813413,-0.560697,1.158352,1.000000],[10.885008,16.963432,-8.012302,0.879307,0.096875,-0.466299,0.962259,1.000000],[2.158522,11.524736,2.914102,-0.646143,-0.050856,-0.761520,1.087198,1.000000],
[-2.349389,13.657439,-16.300687,0.059816,0.782261,-0.620072,0.923737,1.000000],[17.509766,1.647533,-14.892873,0.662546,0.267161,0.699756,1.013415,1.000000],[14.813699,6.947726,-2.100972,-0.191350,0.776524,-0.600330,1.150578,1.000000],[11.740487,16.913672,-8.490867,0.871603,-0.050698,-0.487584,0.981501,1.000000],[1.466506,11.434534,2.102831,-0.646664,-0.084291,-0.758103,1.070132,1.000000],
[-2.179717,14.404327,-16.837117,0.181451,0.798736,-0.573669,0.935088,1.000000],[18.083576,1.999420,-14.123554,0.561337,0.344238,0.752596,1.022221,1.000000],[14.560575,7.793140,-2.824974,-0.221751,0.740630,-0.634266,1.141479,1.000000],[12.581047,16.723113,-8.996736,0.841083,-0.190677,-0.506183,0.999378,1.000000],[0.786721,11.319560,1.307771,-0.645966,-0.109254,-0.755507,1.052353,1.000000],
[-1.888805,15.163499,-17.325364,0.306758,0.800524,-0.514841,0.948345,1.000000],[18.551742,2.428143,-13.312671,0.454613,0.416312,0.787408,1.029812,1.000000],[14.280882,8.592042,-3.575715,-0.247207,0.706113,-0.663546,1.131408,1.000000],[13.383984,16.401749,-9.526944,0.791502,-0.316787,-0.522657,1.014447,1.000000],[0.120159,11.188446,0.527934,-0.644498,-0.126774,-0.754023,1.034235,1.000000],
[-1.474263,15.919936,-17.753377,0.430500,0.785556,-0.444490,0.962931,1.000000],[18.909734,2.927722,-12.478562,0.345523,0.482178,0.805058,1.036086,1.000000],[13.979762,9.346330,-4.347870,-0.268702,0.673083,-0.689027,1.120646,1.000000],[14.130543,15.965740,-10.078903,0.727835,-0.425074,-0.538116,1.025725,1.000000],[-0.532672,11.048619,-0.237996,-0.642509,-0.137616,-0.753820,1.016066,1.000000],
[-0.938994,16.656709,-18.110127,0.547271,0.753294,-0.364749,0.978069,1.000000],[19.156186,3.491039,-11.638512,0.236738,0.541114,0.806939,1.041033,1.000000],[13.661288,10.057994,-5.137125,-0.287063,0.641474,-0.711411,1.109420,1.000000],[14.807099,15.434956,-10.650967,0.655057,-0.513918,-0.553886,1.032820,1.000000],[-1.171533,10.906597,-0.991536,-0.640099,-0.142297,-0.755000,0.998065,1.000000],
[-0.291305,17.356531,-18.386831,0.652332,0.704838,-0.278688,0.992883,1.000000],[19.292390,4.110338,-10.808244,0.130374,0.592793,0.794732,1.044714,1.000000],[13.328640,10.728936,-5.939993,-0.302982,0.611106,-0.731267,1.097914,1.000000],[15.405113,14.830542,-11.242678,0.577298,-0.583475,-0.571213,1.035886,1.000000],[-1.796302,10.768259,-1.734324,-0.637251,-0.141102,-0.757628,0.980412,1.000000],
[0.455817,18.003393,-18.577875,0.742269,0.642660,-0.189803,1.006538,1.000000],[19.321717,4.777616,-10.001654,0.028005,0.637179,0.770207,1.047239,1.000000],[12.984249,11.360857,-6.753669,-0.317038,0.581731,-0.749050,1.086277,1.000000],[15.920237,14.173096,-11.854732,0.497478,-0.634925,-0.591088,1.035470,1.000000],[-2.406854,10.639092,-2.468090,-0.633839,-0.134094,-0.761752,0.963261,1.000000],
[1.286078,18.583927,-18.681211,0.815302,0.570075,-0.101474,1.018348,1.000000],[19.249055,5.484927,-9.230742,-0.069285,0.674433,0.735078,1.048748,1.000000],[12.629918,11.955187,-7.575904,-0.329720,0.553051,-0.765127,1.074639,1.000000],[16.351064,13.481632,-12.488758,0.417331,-0.669803,-0.614165,1.032339,1.000000],[-3.002955,10.524422,-3.194633,-0.629624,-0.121118,-0.767401,0.946758,1.000000],
[2.181546,19.088223,-18.698215,0.871209,0.490634,-0.016544,1.027845,1.000000],[19.080306,6.224571,-8.505700,-0.160805,0.704827,0.690913,1.049398,1.000000],[12.266925,12.513045,-8.404906,-0.341443,0.524739,-0.779785,1.063116,1.000000],[16.697910,12.773249,-13.147030,0.337616,-0.689530,-0.640753,1.027341,1.000000],[-3.584154,10.429637,-3.915811,-0.624233,-0.101803,-0.774577,0.931061,1.000000],
[3.124224,19.510032,-18.633120,0.910980,0.407625,0.062906,1.034796,1.000000],[18.821983,6.989210,-7.835073,-0.246174,0.728676,0.639085,1.049354,1.000000],[11.896098,13.035220,-9.239259,-0.352558,0.496449,-0.793247,1.051819,1.000000],[16.982072,12.063288,-13.832141,0.276765,-0.691480,-0.667276,1.026727,1.000000],[-4.149657,10.360411,-4.633518,-0.617128,-0.075546,-0.783227,0.916345,1.000000],
[4.097311,19.846473,-18.492229,0.936379,0.323750,0.135576,1.039202,1.000000],[18.480939,7.771910,-7.225983,-0.325184,0.746302,0.580765,1.048771,1.000000],[11.517929,13.522160,-10.077844,-0.363331,0.467834,-0.805681,1.040840,1.000000],[17.202640,11.369417,-14.543135,0.216741,-0.681834,-0.698660,1.017655,1.000000],[-4.698124,10.322938,-5.349630,-0.607522,-0.041508,-0.793217,0.902794,1.000000],
[5.085918,20.097424,-18.283108,0.949508,0.241026,0.200850,1.041178,1.000000],[18.064146,8.566159,-6.684336,-0.397771,0.758000,0.516927,1.047821,1.000000],[11.132620,13.974003,-10.919736,-0.373997,0.438577,-0.817176,1.030246,1.000000],[17.360791,10.702838,-15.284213,0.156706,-0.660486,-0.734304,1.009225,1.000000],[-5.227475,10.324179,-6.065882,-0.594352,0.001393,-0.804204,0.890636,1.000000],
[6.077399,20.264804,-18.013901,0.952501,0.160800,0.258623,1.040924,1.000000],[17.578566,9.365827,-6.215040,-0.463933,0.764019,0.448375,1.046659,1.000000],[10.740129,14.390613,-11.764167,-0.384744,0.408387,-0.827763,1.020136,1.000000],[17.456967,10.074625,-16.058974,0.095976,-0.626912,-0.773156,1.002076,1.000000],[-5.734602,10.372096,-6.783719,-0.576145,0.054439,-0.815533,0.880206,1.000000],
[7.061363,20.351892,-17.692811,0.947316,0.083844,0.309131,1.038686,1.000000],[17.031084,10.165124,-5.822186,-0.523685,0.764555,0.375778,1.045441,1.000000],[10.340220,14.771620,-12.610454,-0.395717,0.377013,-0.837418,1.010591,1.000000],[17.490889,9.496204,-16.869988,0.034034,-0.580321,-0.813677,0.996727,1.000000],[-6.214980,10.475837,-7.503979,-0.550922,0.118976,-0.826032,0.871952,1.000000],
[8.029482,20.362739,-17.327750,0.935636,0.010483,0.352811,1.034719,1.000000],[16.428505,10.958549,-5.509185,-0.577009,0.759756,0.299719,1.044315,1.000000],[9.932518,15.116468,-13.457931,-0.407019,0.344271,-0.846057,1.001678,1.000000],[17.461711,8.979632,-17.718296,-0.029365,-0.519877,-0.853736,0.993642,1.000000],[-6.662169,10.645791,-8.226388,-0.516117,0.196149,-0.833756,0.866451,1.000000],
[8.975203,20.301721,-16.926140,0.918825,-0.059283,0.390188,1.029272,1.000000],[15.777592,11.740846,-5.278853,-0.623826,0.749742,0.220747,1.043422,1.000000],[9.516554,15.424505,-14.305873,-0.418712,0.310072,-0.853543,0.993438,1.000000],[17.368383,8.537645,-18.602820,-0.093967,-0.445014,-0.890580,0.993200,1.000000],[-7.067243,10.893371,-8.948792,-0.468600,0.286407,-0.835695,0.864436,1.000000],
[9.893417,20.173217,-16.494816,0.897938,-0.125666,0.421800,1.022580,1.000000],[15.085131,12.506975,-5.133442,-0.663988,0.734628,0.139431,1.042881,1.000000],[9.091817,15.695090,-15.153427,-0.430818,0.274459,-0.859690,0.985883,1.000000],[17.210119,8.183381,-19.519734,-0.158959,-0.355818,-0.920937,0.995631,1.000000],[-7.418245,11.230310,-9.666122,-0.404953,0.388728,-0.827589,0.866771,1.000000],
[10.780145,19.981397,-16.040002,0.873746,-0.189012,0.448154,1.014858,1.000000],[14.358016,13.252112,-5.074612,-0.697287,0.714569,0.056417,1.042778,1.000000],[8.657805,15.927728,-15.999543,-0.443332,0.237633,-0.864284,0.978978,1.000000],[16.987029,7.929726,-20.461952,-0.222880,-0.253416,-0.941331,1.000942,1.000000],[-7.699928,11.667175,-10.369171,-0.322166,0.499650,-0.804089,0.874343,1.000000],
[11.632256,19.730087,-15.567338,0.846767,-0.249734,0.469700,1.006310,1.000000],[13.603315,13.971675,-5.103339,-0.723480,0.689796,-0.027539,1.043154,1.000000],[8.214061,16.122227,-16.842916,-0.456229,0.199972,-0.867102,0.972634,1.000000],[16.700690,7.788274,-21.418931,-0.283823,-0.140210,-0.948570,1.008865,1.000000],[-7.894202,12.210945,-11.043552,-0.218822,0.612480,-0.759595,0.887816,1.000000],
[12.447213,19.422698,-15.081917,0.817299,-0.308272,0.486816,0.997134,1.000000],[12.828315,14.661401,-5.219797,-0.742347,0.660665,-0.111551,1.043988,1.000000],[7.760204,16.278862,-17.681953,-0.469492,0.162031,-0.867942,0.966698,1.000000],[16.354612,7.768047,-22.376969,-0.339682,-0.019853,-0.940331,1.018830,1.000000],[-7.981769,12.861806,-11.669499,-0.096519,0.717402,-0.689940,0.907247,1.000000],
[13.222857,19.062185,-14.588342,0.785441,-0.365067,0.499809,0.987528,1.000000],[12.040502,15.317438,-5.423210,-0.753755,0.627676,-0.194619,1.045184,1.000000],[7.295927,16.398513,-18.514764,-0.483139,0.124513,-0.866645,0.960960,1.000000],[15.954481,7.874262,-23.320085,-0.388485,0.103124,-0.915666,1.029978,1.000000],[-7.945170,13.610113,-12.223350,0.039282,0.803168,-0.594456,0.931694,1.000000],
